section,feature_group,subgroup,key,value,elements,comment,source
Primary features [ edit | edit source ],Power,,power,line=busbar,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,bay,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,power=minor_line,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,plant,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,pole,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,portal,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,substation,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,switch,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,switchgear,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,terminal,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,tower,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,transformer,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Public transport,,public_transport,stop_position,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Public transport,,public_transport,platform,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Public transport,,public_transport,station,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Public transport,,public_transport,stop_area,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Public transport,,public_transport,stop_area_group,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,abandoned,way,"The course of a former railway which has been abandoned and the track removed . The course is still recognized through embankments, cuttings, tree rows, bridges, tunnels, remaining track ties, building shapes and rolling or straight ways. Demolished rails that are no longer identifiable are better mapped in OpenHistoricalMap (they are controversial in OSM). [ 1 ]",wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,construction,way,Railway under construction.,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,proposed,way,Railway being proposed but haven't started construction. Please see the proposed page regarding verifiability on the ground of this value.,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,disused,way,"A section of railway which is no longer used but where the track and infrastructure remains in place. The track is likely overgrown with endemic vegetation, but could be brought back into useful service with only minor effort.",wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,funicular,way,"Cable driven inclined railways on a steep slope, with a pair of cars connected by one cable",wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,light_rail,way,"A higher-standard tram system, normally in its own right-of-way. Often it connects towns and thus reaches a considerable length (tens of kilometres).",wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,miniature,way,"Miniature railways are narrower than narrow gauge and carry passengers, frequently at an exact scale of ""standard-sized"" rail (for example ""1/4 scale""). They can often be found in parks.",wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,monorail,way,A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany).,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,narrow_gauge,way,Narrow-gauge passenger or freight train tracks. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway. Use gauge =* to specify the actual width of rails in mm.,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,preserved,way,This is the old tag for historic trains. Use railway:preserved = yes for historical railway instead.,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,rail,way,Full sized passenger or freight train tracks in the standard gauge for the country or state.,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,subway,way,A city passenger rail service running mostly grade separated (see Wikipedia:rapid transit ). Often a significant portion of the line or its system/network is underground.,wikitable
Primary features [ edit | edit source ],Railway,Tracks [ edit source ],railway,tram,way,"One or two carriage rail vehicle tracks, usually sharing motor road, sometimes called ""street running"" ( Other languages ).",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],bridge,yes,way,"If the railway goes over a street, waterway or other railway on an elevated structure.",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],cutting,yes,way,"A section where the railway is significantly lower than ground level, but not underground.",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],electrified,contact_line rail yes no,way,"contact_line: a power line over the train head rail: a third rail near the track supplying the train with power yes: electrified track, but no details available no: track with no power supply.",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],embankment,yes,way,A section where the railway is raised significantly higher than ground level.,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],embedded_rails,yes / <type of railway>,way,Specifies that a highway on which non-railway traffic is also allowed has railway tracks embedded in it but the rails are mapped as separate ways.,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],frequency,< number > [Hz],way,The frequency with which a line is electrified. Use 0 for DC. Also see the voltage tag.,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],passenger_lines,< number >,way,Used to describe number of tracks of the railway line a certain track segment belongs to.,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],railway:track_ref,< number >,way,Track number,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],service,crossover,way,Relatively short lengths of track which switch traffic from one parallel line to another,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],service,siding,way,"Relatively short lengths of track, running parallel to (and connected to) a main route",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],service,spur,way,"Relatively short lengths of track, built to give one company or entity access to a main or branch line.",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],service,yard,way,Tracks within railway company operated marshalling or maintenance yards.,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],tunnel,yes,way,If the railway goes below ground. Most subways have this tag.,wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],tracks,< number >,way,"Number of parallel tracks in close proximity when mapped as one single way representing all tracks . If not given means unknown and defaults to 1. In many parts of the world the tracks are being drawn out separately so that there is more detail, in which case this tag isn't used.",wikitable
Primary features [ edit | edit source ],Railway,Additional track features or attributes [ edit source ],usage,main branch industrial military tourism scientific test,way,"main line: heavy traffic branch line: connecting places with a mainline industrial: servicing large plants (iron, chemical etc.), surface mining, … military: servicing military area tourism: most mountain rails (rack-rails, funicular) and preserved railways scientific: rail transport at spaceports, large array telescopes, etc. test: track for testing new wheels, rails, tracks and rail technologies.",wikitable
